account length,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total eve minutes,total eve calls,total night minutes,total night calls,total intl minutes,total intl calls,number customer service calls,Churn
0.6763879732440322,0,1,1.2346974704177225,1.5665318962366193,0.4765716430729899,-0.0705990262686761,-0.055931957495676164,0.8666131881255353,-0.4654245281314038,-0.08499547529807362,-0.6011048946446352,-0.4278678200243392,0
0.14904268322710615,0,1,1.3077522123697962,-0.333687694158101,1.1243341351587415,-0.10806414100237512,0.1448447946131981,1.0584119254725355,0.14780249213291377,1.240295586686239,-0.6011048946446352,-0.4278678200243392,0
0.9023930975370006,0,0,-0.5916710783841224,1.1681283685886439,0.6758831790993749,-1.5731473119043897,0.4962041108037281,-0.7567555063269064,0.1989047438216069,0.7030154264223284,0.21150212780540298,-1.1880402316134238,0
-0.42852596774381285,1,0,-0.5916710783841224,2.1962665044543854,-1.4667158331842647,-2.742453261224571,-0.6080680257950805,-0.07853935261535001,-0.5676290315087901,-1.3028305052296045,1.0241091502554411,0.33230459156474534,0
-0.6545310920367812,1,0,-0.5916710783841224,-0.24005368535604246,0.6260552950927787,-1.0387764649132105,1.098534367130351,-0.2762700096741127,1.06764302252939,-0.049176797947146376,-0.6011048946446352,1.09247700315383,0
0.42527116847406743,1,0,-0.5916710783841224,0.8009361772080217,-0.12136296500616536,0.38686974311122596,0.04445641855876097,0.05987210732578389,0.9143362674633106,-1.4102865372823865,0.6178056390304221,-1.1880402316134238,0
0.5006062099050569,0,1,1.1616427284656485,0.7054662074490596,-0.6196418050721281,2.9088635191323253,0.39581573474929094,0.23189777896690722,0.9143362674633106,-0.980462409071258,1.0241091502554411,1.09247700315383,0
1.1535099023069653,1,0,-0.5916710783841224,-0.418141898175644,-1.0680927611314945,-1.9300518259464687,-0.30690289763176903,0.21607932640220653,-0.20991326968793814,-1.1237371184749676,0.6178056390304221,-1.1880402316134238,0
0.40015948799707096,0,0,-0.5916710783841224,0.08674736497271146,-0.17119084901276163,2.9699908115925715,-1.009621530012829,0.29517158922571163,-0.5165267798200969,-0.5506382808601298,-0.19480138341961614,-0.4278678200243392,0
1.0028398194449866,1,1,2.111354373842608,1.447194434037917,-0.8189533410985131,0.4144756171255305,0.5463982988309467,2.4820726562956263,-0.15881101799924502,0.34482865291305465,0.21150212780540298,-1.1880402316134238,0
-0.905647896806746,0,0,-0.5916710783841224,-0.930375005151612,1.8219245112510891,0.5426457464776583,-0.8590389659311732,0.15676012928457772,0.5566205056424588,0.8821088131769652,0.6178056390304221,1.8526494147429147,1
-0.6796427725137777,0,0,-0.5916710783841224,0.1454981155936108,1.3236456711851265,-0.7410273951874984,2.4035832558380337,-0.09633511175063876,-0.3121177730653244,-0.4073635714564201,0.21150212780540298,-1.1880402316134238,0
1.6808551923238915,0,0,-0.5916710783841224,-0.935882888022321,-0.2210187330193579,-1.8945585593566485,-1.461369222257796,-1.181876419003246,1.425358784350242,0.34482865291305465,-1.0074084058696544,-0.4278678200243392,0
-0.1522974824968516,0,0,-0.5916710783841224,-0.42548574200325656,-0.6196418050721281,0.919268741958526,-1.2605924701489217,-0.16949545486238074,0.7610295123972313,0.7388341037732563,0.21150212780540298,1.09247700315383,0
-0.9809829382377354,0,0,-0.5916710783841224,-1.084595725531473,-1.516543717190861,2.0944902357103437,-1.2103982821217032,0.042076348190495126,-0.05660651462185875,1.0253835225806749,0.6178056390304221,1.8526494147429147,0
1.5050734289849161,0,0,-0.5916710783841224,2.8113134250169276,-1.6660273692106498,2.3035061389615064,-0.1563203335501133,-0.7963016377386588,1.425358784350242,-1.7326546334407327,1.8367161727054795,1.8526494147429147,1
-0.4034142872668164,0,1,1.3808069543218702,0.30522671884418173,1.9215802792642818,1.5758941738701957,-0.5076796497406433,-2.2061212225676368,-1.2830605551504939,1.276114264037167,-0.19480138341961614,-0.4278678200243392,0
-0.20252084345084456,0,0,-0.5916710783841224,0.20057694430070414,0.6758831790993749,0.3395453876581325,0.5463982988309467,-1.4092666746208233,1.06764302252939,-0.7655503449656939,-0.6011048946446352,1.09247700315383,0
-0.6294194115597846,0,1,1.8191354060343128,0.182217334731673,-1.715855253217246,0.23306558788867293,-1.7625343504211075,-0.69545900263869,0.4033137505763794,-0.08499547529807362,0.21150212780540298,-0.4278678200243392,0
-0.7047544529907741,0,0,-0.5916710783841224,0.8192957867770527,-0.5199860370589355,-0.8179294727987753,-0.6080680257950805,-0.1596089220094426,-1.3341628068391869,0.9895648452297476,-1.0074084058696544,-0.4278678200243392,0
1.1535099023069653,0,0,-0.5916710783841224,-0.45302515635680324,0.8253668311191638,0.7634927385920937,-0.35709708565898757,0.15676012928457772,1.6808700427937076,0.1299165888074905,-0.19480138341961614,-1.1880402316134238,0
-0.6043077310827882,0,0,-0.5916710783841224,-2.1549609634059865,-0.5698139210655317,-0.6128572658353706,1.0483401791031324,0.1725785818492784,-1.8451853237261182,-1.6251986013879507,0.6178056390304221,2.612821826331999,1
0.7266113341980251,0,0,-0.5916710783841224,0.0592079506191648,0.5762274110861824,-2.525549965397893,-0.055931957495676164,-0.3771126447740816,-1.1297538000844145,-0.2640888620527105,5.899751284955671,-1.1880402316134238,0
0.24948940513509207,0,0,-0.5916710783841224,-1.2736997040924936,0.12777645502681598,-1.2556797607398884,0.09465060658597954,-0.222882732268247,0.25000699551030003,-0.9088250543694032,0.6178056390304221,0.33230459156474534,0
0.7768346951520182,0,0,-0.5916710783841224,-1.8116362644651052,-0.7192975730853206,0.8719443865054326,-1.4111750342305776,0.7143605821902883,0.7610295123972313,0.022460556754708757,-1.0074084058696544,-1.1880402316134238,0
1.8315252751858704,0,0,-0.5916710783841224,-1.0185011310829613,-1.2175764131512834,1.500963944402799,0.5965924868581652,0.985251582360793,0.7610295123972313,1.885031779002932,0.21150212780540298,1.09247700315383,0
-1.1065413406227178,0,1,2.2574638577467554,0.609996237690098,0.7257110631059712,-0.19482545933304635,0.5965924868581652,-0.3593168856387934,0.7610295123972313,-0.2640888620527105,-0.6011048946446352,-1.1880402316134238,0
-1.1818763820537073,0,0,-0.5916710783841224,-0.8349050353926499,-1.367060065171072,-0.8968033985539308,-0.005737769468457597,-1.9530259815324207,-1.6407763169713458,1.5984823601955127,-0.19480138341961614,1.09247700315383,0
-2.0356735182715875,0,0,-0.5916710783841224,0.18772521760238256,0.4267437590663936,1.1282846452096882,-0.8088447779039547,-0.3830445644858447,0.09670024044422064,-1.4102865372823865,0.6178056390304221,-1.1880402316134238,0
-1.3074347844386895,0,0,-0.5916710783841224,-1.110299178928117,0.8253668311191638,0.27841809519788707,0.4460099227765095,-0.43840914846229845,-0.5165267798200969,0.3090099755621274,-1.4137119170946735,-0.4278678200243392,0
1.027951499921983,0,0,-0.5916710783841224,-1.7437057090596901,-0.2708466170259542,-1.2675108496031622,-1.8629227264755446,0.981296969219618,2.4474038181241045,1.4193889734408758,0.6178056390304221,0.33230459156474534,0
-0.6545310920367812,0,0,-0.5916710783841224,0.8505071230444055,0.2274322230400085,0.010246747630358235,0.3456215467220724,0.8962727866843497,-0.10770876631055187,0.022460556754708757,0.21150212780540298,-0.4278678200243392,0
1.7813019142318773,0,0,-0.5916710783841224,0.591636628121067,1.0246783671455488,-3.34781064139539,0.747175050939821,1.8275841814311227,-1.1297538000844145,0.846290135826038,2.2430196839304988,1.09247700315383,0
-2.2365669620875592,0,0,-0.5916710783841224,1.2819579479166365,0.8751947151257601,1.013917452864713,0.9479518030486952,1.568557020684143,-0.5165267798200969,0.5597407170186194,-0.6011048946446352,-0.4278678200243392,1
-1.1065413406227178,0,1,1.2346974704177225,-0.054621628708827856,-0.32067450103255046,-0.11792338172176955,-1.2605924701489217,0.24969353810219597,0.8121317640859245,-0.6939129902638388,-0.19480138341961614,-1.1880402316134238,0
